0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,189,e90c46c0-5dc2-4d1c-8ab2-c2d75dc5cb59,4,1568885700
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,149,9e3495cb-c747-40b1-b28f-d56811fb07ea,5,1568520569
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,92,5b054027-9739-43b5-9af9-e64cdddbd8fa,4,1568414143
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,197,79d2ee2f-5353-4c60-9f75-80c6f96d05ba,3,1567751471
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,172,d92d4c8f-5d76-4e69-93c1-ae222925b605,2,1567675326
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,170,1ac5dae8-b5ee-4423-b965-c185bcb7b58e,5,1567739917
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,63,6825c426-7bb6-4ef3-a5ff-c9d2bb3222fd,4,1569290688
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,131,9a552cd0-70a4-4eaf-83ff-57f6f4f234d2,5,1568634547
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,89,5f92a850-bdff-4873-b231-66d1df41d3ae,2,1568280931
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,32,2a5db9c5-77e2-4b04-a200-4d5873c62690,1,1568061436
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,172,d92d4c8f-5d76-4e69-93c1-ae222925b605,3,1567559902
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,196,39e2f452-7f39-45cd-b11c-45a61508e6e0,2,1568098107
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,120,846cd724-8429-41a3-9f87-bf7da2870ffa,2,1568556847
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,142,76d156ff-4613-4eeb-914b-df7e9a3e216d,3,1569185178
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,83,03a7e170-bb9d-463d-a8ae-57065f32db3f,3,1569133908
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,187,ccb8fc69-325a-4d53-b52f-e67aa05a02b5,1,1567966230
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,134,d29ffdb6-3127-4473-a1ff-274d66549d57,2,1568220540
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,138,0c1d9c34-e0e7-4e43-aca8-4a19921a4d6b,4,1569776618
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,101,bb81f176-b9a2-4b92-bfea-3e045a033a94,2,1569263760
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,181,a35f1724-f2d2-4163-a5c9-dbd53dfde2be,5,1568633334
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,154,92bf4946-9e03-4aec-8ec5-fc55dbadd8aa,4,1568876831
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,60,f1317aea-ddd3-4cee-9bfe-7d8fb820e68a,2,1569110118
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,167,316a0ac7-1608-4e60-a9e5-aaff242be37f,2,1568404985
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,56,6c701839-7cf3-4769-afb6-bf27c451cdf2,3,1567919944
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,92,5b054027-9739-43b5-9af9-e64cdddbd8fa,5,1569361273
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,121,5ef3aea4-bc03-46d2-9bdd-67648bdd9f4b,4,1568991930
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,70,23c8fb87-5948-4f9b-8356-a6308b7809de,2,1569765862
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,43,b8390497-b006-44ad-9d13-134d484ecc2e,1,1569505609
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,7,1fb108cd-d8fc-4aec-aaa5-98ef2d0c7558,4,1569326335
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,0,77dd3293-7dee-4d61-b5ad-8050a60783b4,3,1567393783
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,46,3a2f94b7-1b98-4710-bd0d-f7c95c39ec50,4,1568745536
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,9,322f97f4-e384-4311-92fd-356915836e51,5,1569069308
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,56,6c701839-7cf3-4769-afb6-bf27c451cdf2,5,1568868912
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,47,81e4e2b6-b87f-428c-aac1-7ffb0a174b7b,2,1567907041
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,52,5d1cacad-80aa-449f-8ab6-d1f98c18b8cf,2,1567405556
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,194,63e09462-34c4-4671-b82a-f01d75bffe4f,2,1568102062
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,168,355496ae-d63c-40c8-a3fa-6a963500fe70,4,1568989731
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,105,bfaad0be-60da-4c60-8651-a3e29f13001d,1,1567958015
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,193,9acf4f86-bd3e-4987-855a-1774d70a8990,4,1569689436
0,a0dfcb7e-427b-42ad-ba8f-716a62844c99,67,70bdc707-3740-4cbf-9cbc-e2cfb0aa25d5,1,1569296362
1,f0890cd3-3843-4971-8925-19a90e4bcd2d,119,294b8a63-e6c9-410c-9583-b4dde813f871,2,1568770918
1,f0890cd3-3843-4971-8925-19a90e4bcd2d,199,43a98c80-ac36-4bb6-bae3-298c990f207d,5,1569406065
1,f0890cd3-3843-4971-8925-19a90e4bcd2d,185,f836d702-c44e-4d01-8e20-f95a8820f773,1,1569477244
1,f0890cd3-3843-4971-8925-19a90e4bcd2d,105,bfaad0be-60da-4c60-8651-a3e29f13001d,2,1568469625
1,f0890cd3-3843-4971-8925-19a90e4bcd2d,175,7d92638c-d8ea-4a14-8a43-1a7e6e5031df,3,1569528040
1,f0890cd3-3843-4971-8925-19a90e4bcd2d,175,7d92638c-d8ea-4a14-8a43-1a7e6e5031df,4,1569246064
